userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content
Angga Apriyanto,Ok,4,4.2.3,2022-10-27 00:43:30,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
aji ridla,Parah kartu kepersertaan punya istri malah tidak ada,1,4.2.3,2022-10-28 15:18:31,-1.0,-1.0,-1.0,Negatif,"There's no such thing as a bad card, but there's no such thing as a wife."
Engkus anda pasti sukses,Ok trimakasih sangat membantu,5,4.3.0,2023-01-22 03:24:45,1.0,1.0,1.0,Positif,"Okay, thank you very much."
Zeini Hasibuan,Saya sangat keberatan jika anak saya baru daftar BPJS Desember 2022 tapi langsung ditagih sejak dia lahir Agustus 2020. Ini tidak fair & sangat zhalim. Mohon diubah ketentuannya agar tidak merugikan rakyat. BPJS Jangan Zhalimi Rakyat.,1,4.2.3,2022-12-15 04:35:29,-1.0,-1.0,-1.0,Negatif,"I strongly mind if my son is new to the BPJS December 2022, but he's been billed directly since August 2020, it's not fair."
Mia Citayanti,memudahkan,4,4.3.0,2023-01-13 07:44:34,1.0,1.0,1.0,Positif,Make it easy.
Vanny Oktavia Istafana,caranya akun agar terverifikasi gimana ya? lalu kenapa skg bpjs gak mengeluarkan kartu kis?,4,4.3.0,2022-12-20 09:29:11,0.0,0.0,0.0,Netral,How can an account be verified? Then why don't you take out a card?
Taba Sam,Aplikasi ini justru mempersulit. Captcha di menu ga boleh kosong saat log in. Padahal emang ga muncul kode captcha di aplikasi,1,4.2.3,2022-01-23 01:06:00,-1.0,-1.0,-1.0,Negatif,This application is actually difficult. Captcha on the menu shouldn't be empty when logged in. It doesn't appear the captcha code in the application
Ima Hikmawati,"Disuruh verifikasi nomor HP, jelas2 sudah tercantum. Berkali2 eror ga jelas, padahal harus segera ke RS rujukan. Tolong perbaiki",1,4.2.3,2022-10-23 23:22:01,-1.0,-1.0,-1.0,Negatif,"Verifying cell phone number, it's already on the list so many times it's not clear, even if you have to go to a referral hospital immediately, please fix it."
Najwa Keysha Fathar,Google aplication,5,4.2.3,2022-01-01 06:04:00,0.0,0.0,0.0,Netral,Google aplication
Agus Fitriyanto,"Reaksi nya cepat,bagus",5,4.2.3,2022-12-05 03:53:45,1.0,1.0,1.0,Positif,"It's a quick reaction, it's a good one."
Raharjo Wr,"Oke, terus tetap jaya",5,4.2.3,2022-01-10 07:07:00,1.0,1.0,1.0,Positif,"Okay, keep it up."
Andika Lyong,"Ndakbisa daftar, sinyal bagus tp mau daftar aja ndak bisa",1,4.2.3,2022-01-24 13:34:00,-1.0,-1.0,-1.0,Negatif,"Can't list, it's a good signal, but it doesn't work."
Apry Yani,Good,5,4.3.0,2023-01-20 01:59:00,1.0,1.0,1.0,Positif,Good
benson ohang,sangat..membantu..mudah penggunaanya,5,4.2.3,2022-12-07 15:09:31,1.0,1.0,1.0,Positif,"It's very, very helpful. It's easy to use."
emy nuryanti,"Tolong fixing bug nya segera ya, kode captcha tidak keluar, sekalinya keluar dan klik verifikasi loading terus. Untuk register aja ga bisa. Saya ke puskesmas ditolak, harus daftar melalui online jkn apps dulu.",1,4.2.3,2022-10-24 00:36:18,-1.0,-1.0,-1.0,Negatif,"Please fix the bug immediately, the captcha code doesn't come out, once it comes out and click the verifying loading continues."
Zaid Muamar,Digitalisasi yang luar biasa,5,4.2.3,2022-01-01 23:38:00,1.0,1.0,1.0,Positif,It's an incredible digitization.
Riska Muslimin,Baik,5,4.2.3,2023-01-04 02:10:38,1.0,1.0,1.0,Positif,Okay.
